comments,likes,Target
युवा अखिलेश यादव,311,Akhilesh
jay akhilesh jay samajwad,3,Akhilesh
akhilesh yadav,3,Akhilesh
अकेले अखिलेश सामने पूरी भारत सरकार नाकाम साबित समाजवाद ताकत।।  bycycle,61,Akhilesh
अखिलेश जय लोहिया जय समाजवाद,13,Akhilesh
wonderful speech sir,4,Akhilesh
विकास पुरुष अखिलेश यादवनौजवानों बहारअबकी बार यूपी अखिलेश सरकार,81,Akhilesh
jay jay jay akhilesh,2,Akhilesh
jay akhilesh bhaiya jay samajwadi party,2,Akhilesh
बौखलाहट छापा लगवा अबकी बार भाजपा सूपड़ा साफ,97,Akhilesh
अरे भाई शिक्षा,89,Akhilesh
मृत्यु अधिक भयावह जाता जीवनजब प्रेम ही प्रेम भीख मांगनी पड़ती है,3,Akhilesh
interesting topic watch share,1,Akhilesh
अखिलेश युवा आपके,88,Akhilesh
जय किसान मजदूर एकता जिंदाबाद जय अखिलेश,1,Akhilesh
samajbadi party jindabad,1,Akhilesh
चुनाव आयोग बीजेपी सरकार रखैल बीजेपी सरकार कहती बीजेपी सरकार एजेंसियां काम करती जय श्रीराम,234,Akhilesh
समाजवाद जय निश्चित विजय   राजभवन घेराव जेल भरो आंदोलन कारी तलही मकरानी एडवोकेट समाजसेवी समाजवादी पार्टी कार्यकर्ता     समाजवादी पार्टी जिंदाबाद जिंदाबाद,10,Akhilesh
legend invincible cm maharaj yogi,5,Akhilesh
नोटबंदी फायदा इतना कैश रखा,215,Akhilesh
जय समाजवाद,1,Akhilesh
jai akhilesh bhaiya,2,Akhilesh
समाजवादी गठबंधन नेता गण विधानसभाओं कार्यकर्ता मजदूर किसान नौजवान बेरोजगार भाइयों नए साल स्वागत बंधन अभिनंदन विल कम धन्यवाद,384,Akhilesh
cm akhilesh jindabad,2,Akhilesh
jai akhilesh,1,Akhilesh
पत्रकार मर गए नए नोट चिप लगी हैंgst फायदा बताने गए चोरी कम जाएगी,198,Akhilesh
yuva akhilesh yadav,1,Akhilesh
जय अखीलेश यादव जय समाजवाद,2,Akhilesh
समय आपसे अच्छा पत्रकार,94,Akhilesh
love akhilesh yadav,1,Akhilesh
जय समाज,61,Akhilesh
jai akhilesh,0,Akhilesh
जय अखिलेश तय अखिलेश सरकार,1,Akhilesh
अबकी बार महगाई बेरोजगारी वोट जाए गा जय जवान जय किसान एकता जिन्दाबाद जागो,222,Akhilesh
wishes akhilesh bhaiyya,1,Akhilesh
akhilesh yadav jinda,2,Akhilesh
अखिलेश यादव जीत सुनिश्चत छापेमारों धन्यावाद,253,Akhilesh
दर्शक बीजेपी समर्थन बोलता रिपोर्टर करंट सा लग जाता हैसटीक सीधे सवाल पूछने हिम्मत अखिलेश यादव अच्छे विश्लेषण,8,Akhilesh
kash kabil neta hota,2,Akhilesh
जय समाजवादी,89,Akhilesh
bjp jindabad jai hind wandye maataram danyavad desh aapke shaat danyavad,2,Akhilesh
jai akhilesh jai samajwad,2,Akhilesh
हमने पांचवी कक्षा मेंअंधेर नगरी चौपट राजा कहानी पढ़ी थीहम कितने खुशनसीब देख पा,163,Akhilesh
अखिलेश नेता पूरे देश हैइस जनता मन बना लिया उत्तर प्रदेश अखिलेश यादव मुख्यमंत्री बने,17,Akhilesh
hmara neta akhilesh yadav cm akhilesh yadav cm bjp bhari neta akhilesh yadav jindabad jindabad,3,Akhilesh
प्रदेश वासियों अपील नया साल संकल्प ले बीजेपी मुक्त यूपी का।।।।सभी प्रदेश वासियों अपील सपा वोट पार्टी सपा गठबंधन हीं सपोर्ट करेंसपा,189,Akhilesh
abki akhilesh sarkar,2,Akhilesh
विकास पुरुष अखिलेश भईया,23,Akhilesh
लाख छापा मारकर परेसान बार अखिलेश आयेंगे। कदम सफलता ओर अग्रसर,116,Akhilesh
साल इंसान हर समस्या समाधान आज वही इंसान सारे देश बडी समस्या बन बैठा,28,Akhilesh
aayenge akhilesh samajwadi party jindabad,1,Akhilesh
देश सभ्य सरल राजनीतिक व्यक्ति अखिलेश,6,Akhilesh
जितनी आसानी सरलता अखिलेश मनचाहा सवाल पूछ योगी मोदी शाह पूछ देखिए पता चल जाएगा वो शब्द बोलने नफरत राह पकड़ लेंगें,357,Akhilesh
educated leader  akhilesh yadav,6,Akhilesh
jai akhilesh jai samajwad,1,Akhilesh
प्रोपेगेंडा फेल होगा अखिलेश आएंगे अखिलेश यादव जिंदाबाद जय जवान जय किसान किसान एकता जिंदाबाद मजदूर राकेश टिकैत जिंदाबाद kisan union jindabad,357,Akhilesh
akhilesh yadav zindabad,1,Akhilesh
jay akhilesh,1,Akhilesh
अखिलेश हमारा वोट आपको,264,Akhilesh
rajeev ranjan dil namaskar,1,Akhilesh
सर्व समाज अखिलेश ईमानदारी,2,Akhilesh
बीजेपी बहक गई अखिलेश सवाल चाहिए क्योंकि   साल गए योगी सवाल सिर्फ बीजेपी पूछे जाने चाहिए,45,Akhilesh
vote wiselylove bengat,1,Akhilesh
अच्छा अखिलेस बढ़िया जवाब दिये इन नफरती लोगों,84,Akhilesh
cm great cm akhilesh yadav,1,Akhilesh
liy akhilesh akely,3,Akhilesh
lage raho akhilesh yadav youth,61,Akhilesh
jay akhilesh tay akhilesh,1,Akhilesh
बात साफ मुकाबला sp bjp होगा जबर्दस्त रोमांच दिखेगा,86,Akhilesh
fine speach congratulations,1,Akhilesh
jay akhilesh jay samajvad,1,Akhilesh
दिनों पैसा निकल चुनाव आया सब होगा गरीब हमेशा गरीब रहेगा,75,Akhilesh
superb,1,Akhilesh
jai akhilesh jai smajwad,1,Akhilesh
इत्तेफ़ाक सोची समझी चाल पत्रकार महोदय आपलोगों समझदार है,123,Akhilesh
भैयाजी स्वीकार करा रोज़गार छीना,1,Akhilesh
jay samajwad jay akhilesh,1,Akhilesh
प्रधानमंत्री प्रचारमंत्री,76,Akhilesh
excellent job,1,Akhilesh
jai akhilesh jai samajwad,1,Akhilesh
जय जवान जय किसान जय समाजवाद,56,Akhilesh
jay akhilesh,1,Akhilesh
jai akhilesh vijay akhilesh bhaiya jindabad samajvadi party jindabad,1,Akhilesh
bjp hatao desh bachao,26,Akhilesh
यूपी बेस्ट cm akhilesh sach,4,Akhilesh
jai akhilesh yadav,1,Akhilesh
अखिलेश यादव जिंदाबाद मिशन   अबकी बार  पार जय मुलायम सिंह यादव जिंदाबाद,140,Akhilesh
welcome cm yogi,1,Akhilesh
akhilesh yadav जिंदाबाद,182,Akhilesh
अखिलेश यादव back,6,Akhilesh
akhilesh bhaiya jindabad,1,Akhilesh
samajwadi party jindabad,38,Akhilesh
jay samajwad jay akhilesh,1,Akhilesh
jay samajwadi party,2,Akhilesh
मुख्यमंत्री बनेंगे अखिलेश भैया,55,Akhilesh
akhilesh cm,1,Akhilesh
akhilesh bhaiya,1,Akhilesh
जय समाजवाद जय अखिलेश,151,Akhilesh
sp sarkar jinda,1,Akhilesh
awesome,0,Akhilesh
बंगाल वाली करोकिसिका मत सुनो ।न बास बसुरी। प्रधान मंत्री केर फंड हिसाब,70,Akhilesh
jai samajvad jai akhilesh bhaia,1,Akhilesh
jai shree ram jai samajvadi,1,Akhilesh
आँखेलेश भाई नेता मिलेगा,160,Akhilesh
salute yogi,0,Akhilesh
salute yogi,0,Akhilesh
हवा आंधी साइकिल चिलम भारी,173,Akhilesh
bjp  rss andhbhakt gobar bhakt bhagawo desh bachawo mahadev allah hukbar,1,Akhilesh
अखिलेश यादव जिंदाबाद समाजवादी पार्टी जिंदाबाद,64,Akhilesh
akhilesh bhaiya apke,1,Akhilesh
jai aklesh jai samajwad,1,Akhilesh
bjp congress bura haal,24,Akhilesh
informing truth news,0,Akhilesh
akhilesh sarkar,0,Akhilesh
अखिलेश यादव जिंदाबाद,155,Akhilesh
yogi jay shree ram,1,Akhilesh
bjp aayegi,1,Akhilesh
हद दी सरकार सत्तर सालो वो करके दिखा दिया। जनता रुला,39,Akhilesh
bjp bjp bjp,0,Akhilesh
akhilesh bhaiya achche aadmi,0,Akhilesh
अखिलेश परचम जरूर लहरेगा नव वर्ष हार्दिक शुभकामनाये,63,Akhilesh
cm akhlesh yadav,1,Akhilesh
भजपा डरी हुयी ऐसा गलत हैकुछ गुंडागर्दी करे आयेंगा अखिलेश उप्र,48,Akhilesh
failure regime law  orderthis impact lot election common sentiments strongmy views common man,0,Akhilesh
cm akhilesh yadav jindabad jindabad,1,Akhilesh
अखिलेश भैया जिंदाबाद,13,Akhilesh
jai akhilesh tay akhilesh,0,Akhilesh
jay jawan jay kisan jay akhilesh yadav,18,Akhilesh
हिन्दू धर्म चंदा नहीं दक्षिणा हैं,0,Akhilesh
aayenge akhilesh hi,7,Akhilesh
सब युवा अखिलेश,124,Akhilesh
akhilesh yadav minded man cm akhilesh yadav,0,Akhilesh
akhilesh jee right,0,Akhilesh
अखिलेश यादव जिंदाबाद जय समाजवाद।,22,Akhilesh
bjp bhagao desh bachao,0,Akhilesh
brother satya sir,0,Akhilesh
akhilesh bhaiya jindabad,52,Akhilesh
jai samajwad,2,Akhilesh
jai samajwad,2,Akhilesh
अखिलेश पढ़ा लिखा नौजवान अखिलेश अगला सीएम जरूर बनाएंगे,197,Akhilesh
wasiyo jaag jaaoaab akhilesh bhaiya srkarjai jawan,2,Akhilesh
patrakar salo nafrat hui akhilesh interview,1,Akhilesh
महिला पत्रकार हूं बीजेपी गुंडों हमारी आवाज दवाई हमारा न्यूज़ चैनल बंद करा गया यह हमारा नया न्यूज़ प्लेटफार्म है सब सहयोग आवश्यकता है सत्य,57,Akhilesh
rld,2,Akhilesh
jay akhilesh,0,Akhilesh
नेहरू लिखी  भारत खोज  आडवाणी लिख  बुढ़ापा बोझ मोदी लिख  जुमला रोज,381,Akhilesh
cm yogi,0,Akhilesh
काश अनुपयोगी बिष्ट इंटरव्यू दे पाते दिल जीत लिया यादव बार सरकार बनना निश्चित जय समाजवाद,28,Akhilesh
jai akhilesh jai samajbadi,0,Akhilesh
harare mananiy yogi aditynath jesa samhal uttar pradesh,1,Akhilesh
akhilesh,45,Akhilesh
jai samajwad,1,Akhilesh
dear rajeev ranjan wish happy year   swalpamapyasya dharmasya trayate mahato bhayat bhagavadgita lord bless you,1,Akhilesh
cm akhilesh yadav,48,Akhilesh
jai akhlelsh jai samajwadi party,0,Akhilesh
jai shree ram aayenge akhilesh,0,Akhilesh
bjp supporter mudha bhatkta isbar akhilesh support,47,Akhilesh
akhilesh yadav,1,Akhilesh
yogi,0,Akhilesh
jay samajvadi,34,Akhilesh
jay samajwad jay akhilesh,0,Akhilesh
jay akhilesh tay akhilesh,0,Akhilesh
super hero akhlesh yadav,34,Akhilesh
baat mr akhilesh,0,Akhilesh
present trth sir,0,Akhilesh
akhilesh yadav zindabad,16,Akhilesh
news   started slavery sp congress party,0,Akhilesh
तुम बदनाम उतना सपाइयों नाम होगा।जनता जान चुकी आपकी गुमराह वाली राजनिति को। काम गिनाओ वोट पाओ काम vote नही। बदनाम करके कितने दिनों वोट लेते रहोगे हर चीज अंत फॉर्मूला अंत अब। जय अखिलेश तय अखिलेश,165,Akhilesh
